date,github_commits,nasdaq_price,layoffs_count
2020-08-03,38,11055.080078125,0.0
2020-08-04,39,11096.5400390625,0.0
2020-08-05,41,11125.4404296875,56.0
2020-08-06,40,11267.080078125,75.0
2020-08-07,42,11139.3896484375,150.0
2020-08-08,30,,20.0
2020-08-09,26,,0.0
2020-08-10,38,11085.169921875,0.0
2020-08-11,39,10876.080078125,250.0
2020-08-12,38,11157.7197265625,0.0
2020-08-13,41,11178.3701171875,0.0
2020-08-14,37,11164.4501953125,30.0
2020-08-15,30,,0.0
2020-08-16,28,,0.0
2020-08-17,40,11288.5703125,0.0
2020-08-18,39,11399.0302734375,0.0
2020-08-19,39,11318.6396484375,8.0
2020-08-20,42,11477.0498046875,0.0
2020-08-21,38,11555.16015625,0.0
2020-08-22,33,,0.0
2020-08-23,28,,0.0
2020-08-24,39,11626.169921875,30.0
2020-08-25,39,11721.8095703125,0.0
2020-08-26,41,11971.9404296875,1000.0
2020-08-27,41,11926.16015625,0.0
2020-08-28,42,11995.849609375,0.0
2020-08-29,27,,0.0
2020-08-30,26,,0.0
2020-08-31,42,12110.7001953125,350.0
2020-09-01,40,12292.8603515625,272.0
2020-09-02,40,12420.5400390625,0.0
2020-09-03,38,11771.3701171875,0.0
2020-09-04,38,11622.1298828125,0.0
2020-09-05,29,,0.0
2020-09-06,28,,0.0
2020-09-07,37,,0.0
2020-09-08,39,11068.259765625,0.0
2020-09-09,41,11395.849609375,30.0
2020-09-10,40,11154.1201171875,0.0
2020-09-11,38,11087.400390625,260.0
2020-09-12,32,,0.0
2020-09-13,30,,0.0
2020-09-14,40,11277.759765625,0.0
2020-09-15,40,11438.8701171875,0.0
2020-09-16,40,11247.599609375,0.0
2020-09-17,36,11080.9501953125,0.0
2020-09-18,37,10936.98046875,0.0
2020-09-19,28,,0.0
2020-09-20,29,,0.0
2020-09-21,40,10980.2197265625,0.0
2020-09-22,40,11186.3701171875,0.0
2020-09-23,40,10833.330078125,0.0
2020-09-24,38,10896.4697265625,0.0
2020-09-25,38,11151.1298828125,0.0
2020-09-26,30,,0.0
2020-09-27,31,,0.0
2020-09-28,41,11364.4501953125,0.0
2020-09-29,41,11322.9501953125,47.0
2020-09-30,39,11418.0595703125,0.0
2020-10-01,38,11583.2001953125,0.0
2020-10-02,40,11255.6904296875,0.0
2020-10-03,29,,0.0
2020-10-04,32,,0.0
2020-10-05,41,11509.0595703125,0.0
2020-10-06,39,11291.26953125,0.0
2020-10-07,38,11503.1904296875,0.0
2020-10-08,38,11550.9404296875,0.0
2020-10-09,40,11725.849609375,0.0
2020-10-10,31,,250.0
2020-10-11,25,,0.0
2020-10-12,39,12088.1103515625,0.0
2020-10-13,39,12083.169921875,0.0
2020-10-14,39,11985.3603515625,90.0
2020-10-15,41,11898.5703125,0.0
2020-10-16,36,11852.169921875,0.0
2020-10-17,33,,0.0
2020-10-18,30,,0.0
2020-10-19,39,11634.349609375,0.0
2020-10-20,42,11677.83984375,0.0
2020-10-21,38,11665.3701171875,0.0
2020-10-22,41,11662.91015625,0.0
2020-10-23,36,11692.5703125,8.0
2020-10-24,34,,0.0
2020-10-25,28,,0.0
2020-10-26,38,11504.51953125,0.0
2020-10-27,41,11598.9501953125,0.0
2020-10-28,38,11142.759765625,0.0
2020-10-29,41,11350.740234375,102.0
2020-10-30,36,11052.9501953125,0.0
2020-10-31,37,,0.0
2020-11-01,30,,30.0
2020-11-02,40,11084.759765625,0.0
2020-11-03,40,11279.91015625,0.0
2020-11-04,38,11777.01953125,0.0
2020-11-05,40,12078.0703125,0.0
2020-11-06,37,12091.349609375,0.0
2020-11-07,28,,0.0
2020-11-08,29,,0.0
2020-11-09,41,11830.3896484375,30.0
2020-11-10,41,11624.2900390625,0.0
2020-11-11,38,11892.9296875,0.0
2020-11-12,40,11827.1396484375,0.0
2020-11-13,37,11937.83984375,0.0
2020-11-14,32,,0.0
2020-11-15,29,,0.0
2020-11-16,39,12013.3798828125,0.0
2020-11-17,41,11977.490234375,172.0
2020-11-18,40,11894.7099609375,0.0
2020-11-19,38,11985.4296875,5.0
2020-11-20,39,11906.4404296875,0.0
2020-11-21,29,,0.0
2020-11-22,31,,0.0
2020-11-23,37,11905.9404296875,0.0
2020-11-24,37,12079.8095703125,0.0
2020-11-25,37,12152.2197265625,0.0
2020-11-26,38,,0.0
2020-11-27,33,12258.2099609375,0.0
2020-11-28,24,,0.0
2020-11-29,26,,0.0
2020-11-30,39,12268.3203125,0.0
2020-12-01,39,12455.330078125,0.0
2020-12-02,40,12456.41015625,0.0
2020-12-03,41,12467.1298828125,0.0
2020-12-04,36,12528.48046875,0.0
2020-12-05,29,,0.0
2020-12-06,27,,0.0
2020-12-07,39,12596.4697265625,0.0
2020-12-08,40,12635.7197265625,600.0
2020-12-09,39,12364.6396484375,0.0
2020-12-10,40,12401.740234375,0.0
2020-12-11,40,12375.41015625,0.0
2020-12-12,32,,0.0
2020-12-13,27,,0.0
2020-12-14,39,12462.2099609375,0.0
2020-12-15,40,12595.919921875,0.0
2020-12-16,40,12668.16015625,174.0
2020-12-17,38,12752.0595703125,0.0
2020-12-18,38,12738.1796875,0.0
2020-12-19,29,,0.0
2020-12-20,27,,0.0
2020-12-21,38,12690.259765625,0.0
2020-12-22,39,12717.5595703125,0.0
2020-12-23,33,12653.1396484375,78.0
2020-12-24,29,12711.009765625,0.0
2020-12-25,26,,0.0
2020-12-26,22,,0.0
2020-12-27,22,,0.0
2020-12-28,33,12838.8603515625,0.0
2020-12-29,33,12843.490234375,0.0
2020-12-30,33,12845.3603515625,0.0
2020-12-31,27,12888.2802734375,0.0
2021-01-01,25,,0.0
2021-01-02,22,,0.0
2021-01-03,29,,0.0
2021-01-04,39,12694.66015625,0.0
2021-01-05,39,12802.3798828125,0.0
2021-01-06,38,12623.349609375,1800.0
2021-01-07,38,12939.5703125,0.0
2021-01-08,35,13105.2001953125,0.0
2021-01-09,31,,0.0
2021-01-10,31,,0.0
2021-01-11,39,12902.490234375,0.0
2021-01-12,40,12892.08984375,0.0
2021-01-13,41,12973.6298828125,315.0
2021-01-14,40,12898.6904296875,0.0
2021-01-15,41,12803.9296875,0.0
2021-01-16,30,,0.0
2021-01-17,24,,0.0
2021-01-18,36,,0.0
2021-01-19,39,12996.5400390625,0.0
2021-01-20,40,13296.4501953125,21.0
2021-01-21,39,13404.990234375,1877.0
2021-01-22,38,13366.400390625,0.0
2021-01-23,31,,180.0
2021-01-24,27,,0.0
2021-01-25,38,13483.2900390625,800.0
2021-01-26,39,13490.1904296875,0.0
2021-01-27,41,13112.650390625,1820.0
2021-01-28,39,13201.5302734375,0.0
2021-01-29,42,12925.3798828125,0.0
2021-01-30,34,,0.0
2021-01-31,29,,0.0
2021-02-01,38,13248.900390625,45.0
2021-02-02,40,13456.1201171875,0.0
2021-02-03,39,13402.3701171875,87.0
2021-02-04,40,13560.8896484375,13.0
2021-02-05,39,13603.9599609375,0.0
2021-02-06,24,,0.0
2021-02-07,31,,0.0
2021-02-08,39,13695.01953125,0.0
2021-02-09,43,13687.080078125,323.0
2021-02-10,40,13655.26953125,0.0
2021-02-11,38,13734.349609375,0.0
2021-02-12,36,13807.7001953125,0.0
2021-02-13,28,,0.0
2021-02-14,25,,0.0
2021-02-15,36,,0.0
2021-02-16,39,13773.76953125,0.0
2021-02-17,39,13699.7099609375,0.0
2021-02-18,37,13637.509765625,0.0
2021-02-19,39,13580.7802734375,0.0
2021-02-20,30,,0.0
2021-02-21,34,,0.0
2021-02-22,40,13223.740234375,200.0
2021-02-23,41,13194.7099609375,200.0
2021-02-24,40,13302.1904296875,0.0
2021-02-25,37,12828.3095703125,0.0
2021-02-26,39,12909.4404296875,0.0
2021-02-27,31,,0.0
2021-02-28,29,,0.0
2021-03-01,41,13282.9501953125,0.0
2021-03-02,38,13059.9501953125,0.0
2021-03-03,36,12683.330078125,0.0
2021-03-04,36,12464.0,0.0
2021-03-05,38,12668.509765625,0.0
2021-03-06,33,,0.0
2021-03-07,31,,0.0
2021-03-08,41,12299.080078125,0.0
2021-03-09,41,12794.490234375,47.0
2021-03-10,42,12752.0703125,0.0
2021-03-11,36,13052.900390625,0.0
2021-03-12,40,12937.2900390625,0.0
2021-03-13,32,,0.0
2021-03-14,29,,0.0
2021-03-15,42,13082.5400390625,0.0
2021-03-16,41,13152.2802734375,0.0
2021-03-17,39,13202.3798828125,0.0
2021-03-18,39,12789.1396484375,0.0
2021-03-19,38,12866.990234375,0.0
2021-03-20,30,,0.0
2021-03-21,27,,0.0
2021-03-22,40,13086.509765625,0.0
2021-03-23,39,13017.7900390625,0.0
2021-03-24,42,12798.8798828125,0.0
2021-03-25,40,12780.509765625,0.0
2021-03-26,39,12979.1201171875,0.0
2021-03-27,28,,0.0
2021-03-28,31,,0.0
2021-03-29,40,12965.740234375,0.0
2021-03-30,42,12896.5302734375,0.0
2021-03-31,43,13091.4404296875,0.0
2021-04-01,41,13329.51953125,0.0
2021-04-02,36,,0.0
2021-04-03,24,,0.0
2021-04-04,32,,0.0
2021-04-05,37,13598.16015625,0.0
2021-04-06,43,13578.4599609375,160.0
2021-04-07,39,13616.7001953125,0.0
2021-04-08,42,13758.509765625,0.0
2021-04-09,38,13845.0595703125,0.0
2021-04-10,28,,0.0
2021-04-11,31,,0.0
2021-04-12,40,13819.349609375,0.0
2021-04-13,40,13986.490234375,0.0
2021-04-14,41,13803.91015625,0.0
2021-04-15,42,14026.1904296875,0.0
2021-04-16,43,14041.91015625,0.0
2021-04-17,27,,0.0
2021-04-18,28,,0.0
2021-04-19,38,13907.669921875,0.0
2021-04-20,43,13809.2998046875,0.0
2021-04-21,42,13935.150390625,0.0
2021-04-22,42,13762.3603515625,0.0
2021-04-23,43,13941.4404296875,0.0
2021-04-24,30,,0.0
2021-04-25,34,,0.0
2021-04-26,43,14026.16015625,36.0
2021-04-27,40,13960.2802734375,0.0
2021-04-28,41,13901.6201171875,0.0
2021-04-29,44,13970.2001953125,65.0
2021-04-30,42,13860.759765625,0.0
2021-05-01,30,,0.0
2021-05-02,30,,0.0
2021-05-03,42,13799.7197265625,0.0
2021-05-04,38,13544.669921875,0.0
2021-05-05,38,13503.3701171875,0.0
2021-05-06,44,13613.73046875,0.0
2021-05-07,43,13719.6298828125,0.0
2021-05-08,33,,0.0
2021-05-09,28,,0.0
2021-05-10,42,13359.080078125,0.0
2021-05-11,42,13351.26953125,0.0
2021-05-12,42,13001.6298828125,0.0
2021-05-13,41,13109.150390625,0.0
2021-05-14,39,13393.1201171875,0.0
2021-05-15,28,,0.0
2021-05-16,27,,0.0
2021-05-17,41,13312.91015625,0.0
2021-05-18,43,13217.6796875,0.0
2021-05-19,41,13237.91015625,0.0
2021-05-20,42,13494.08984375,0.0
2021-05-21,40,13411.740234375,0.0
2021-05-22,32,,0.0
2021-05-23,30,,0.0
2021-05-24,42,13641.75,0.0
2021-05-25,43,13657.73046875,0.0
2021-05-26,39,13702.740234375,0.0
2021-05-27,41,13657.849609375,0.0
2021-05-28,39,13686.509765625,0.0
2021-05-29,24,,0.0
2021-05-30,23,,0.0
2021-05-31,38,,0.0
2021-06-01,45,13654.58984375,2434.0
2021-06-02,43,13675.7900390625,0.0
2021-06-03,41,13529.6796875,0.0
2021-06-04,42,13770.76953125,0.0
2021-06-05,34,,0.0
2021-06-06,31,,0.0
2021-06-07,45,13802.8896484375,0.0
2021-06-08,41,13810.8603515625,0.0
2021-06-09,42,13814.9404296875,0.0
2021-06-10,42,13960.349609375,0.0
2021-06-11,41,13998.2998046875,0.0
2021-06-12,33,,0.0
2021-06-13,29,,0.0
2021-06-14,41,14128.2001953125,0.0
2021-06-15,44,14030.41015625,0.0
2021-06-16,41,13983.009765625,0.0
2021-06-17,42,14163.8095703125,0.0
2021-06-18,40,14049.580078125,0.0
2021-06-19,33,,0.0
2021-06-20,34,,0.0
2021-06-21,40,14137.23046875,0.0
2021-06-22,44,14270.419921875,0.0
2021-06-23,41,14274.240234375,0.0
2021-06-24,39,14365.9599609375,0.0
2021-06-25,39,14345.1796875,0.0
2021-06-26,33,,0.0
2021-06-27,29,,0.0
2021-06-28,41,14524.98046875,0.0
2021-06-29,41,14572.75,0.0
2021-06-30,38,14554.7998046875,0.0
2021-07-01,44,14560.0498046875,0.0
2021-07-02,36,14727.6298828125,0.0
2021-07-03,31,,0.0
2021-07-04,30,,0.0
2021-07-05,35,,0.0
2021-07-06,43,14786.3603515625,0.0
2021-07-07,44,14810.5400390625,0.0
2021-07-08,42,14722.1396484375,0.0
2021-07-09,41,14826.08984375,0.0
2021-07-10,34,,0.0
2021-07-11,26,,0.0
2021-07-12,40,14877.8896484375,0.0
2021-07-13,41,14874.5400390625,0.0
2021-07-14,37,14900.4404296875,0.0
2021-07-15,39,14794.6904296875,0.0
2021-07-16,38,14681.3798828125,0.0
2021-07-17,28,,0.0
2021-07-18,24,,0.0
2021-07-19,40,14549.08984375,0.0
2021-07-20,42,14728.2099609375,0.0
2021-07-21,41,14842.6298828125,0.0
2021-07-22,40,14940.169921875,0.0
2021-07-23,39,15111.7900390625,0.0
2021-07-24,30,,0.0
2021-07-25,31,,0.0
2021-07-26,43,15125.9501953125,80.0
2021-07-27,37,14956.9697265625,0.0
2021-07-28,40,15018.099609375,0.0
2021-07-29,43,15048.3603515625,0.0
2021-07-30,41,14959.900390625,0.0
2021-07-31,24,,0.0
2021-08-01,32,,0.0
2021-08-02,41,14963.6201171875,0.0
2021-08-03,42,15061.419921875,0.0
2021-08-04,43,15083.3896484375,0.0
2021-08-05,45,15181.6396484375,1800.0
2021-08-06,44,15109.3603515625,0.0
2021-08-07,28,,0.0
2021-08-08,26,,0.0
2021-08-09,41,15133.1103515625,0.0
2021-08-10,43,15053.580078125,0.0
2021-08-11,40,15027.759765625,0.0
2021-08-12,39,15088.98046875,0.0
2021-08-13,38,15136.6796875,0.0
2021-08-14,33,,0.0
2021-08-15,30,,0.0
2021-08-16,39,15140.76953125,0.0
2021-08-17,40,15002.830078125,0.0
2021-08-18,44,14857.919921875,0.0
2021-08-19,36,14933.9404296875,0.0
2021-08-20,41,15092.5703125,0.0
2021-08-21,29,,0.0
2021-08-22,27,,0.0
2021-08-23,40,15312.8203125,0.0
2021-08-24,43,15357.6796875,37.0
2021-08-25,42,15368.919921875,0.0
2021-08-26,40,15278.51953125,0.0
2021-08-27,37,15432.9501953125,0.0
2021-08-28,33,,0.0
2021-08-29,31,,0.0
2021-08-30,41,15605.08984375,30.0
2021-08-31,41,15582.509765625,0.0
2021-09-01,40,15611.5703125,0.0
2021-09-02,43,15604.25,0.0
2021-09-03,41,15652.8603515625,0.0
2021-09-04,33,,0.0
2021-09-05,27,,0.0
2021-09-06,37,,0.0
2021-09-07,44,15675.759765625,0.0
2021-09-08,42,15620.849609375,0.0
2021-09-09,44,15561.0498046875,0.0
2021-09-10,43,15440.75,0.0
2021-09-11,31,,0.0
2021-09-12,29,,0.0
2021-09-13,43,15434.5,0.0
2021-09-14,45,15382.900390625,41.0
2021-09-15,42,15503.5302734375,0.0
2021-09-16,41,15515.91015625,0.0
2021-09-17,41,15333.4697265625,0.0
2021-09-18,28,,0.0
2021-09-19,28,,0.0
2021-09-20,41,15012.1904296875,0.0
2021-09-21,40,15027.76953125,0.0
2021-09-22,43,15176.509765625,0.0
2021-09-23,43,15316.580078125,120.0
2021-09-24,42,15329.6796875,0.0
2021-09-25,29,,0.0
2021-09-26,34,,0.0
2021-09-27,43,15204.8203125,0.0
2021-09-28,42,14770.2998046875,0.0
2021-09-29,41,14752.8896484375,0.0
2021-09-30,40,14689.6201171875,0.0
2021-10-01,42,14791.8701171875,0.0
2021-10-02,36,,0.0
2021-10-03,33,,0.0
2021-10-04,41,14472.1201171875,0.0
2021-10-05,46,14674.150390625,22.0
2021-10-06,43,14766.75,0.0
2021-10-07,41,14897.1298828125,0.0
2021-10-08,41,14820.75,0.0
2021-10-09,34,,0.0
2021-10-10,27,,0.0
2021-10-11,41,14713.73046875,0.0
2021-10-12,43,14662.1103515625,0.0
2021-10-13,45,14774.599609375,0.0
2021-10-14,41,15052.419921875,0.0
2021-10-15,40,15146.919921875,0.0
2021-10-16,32,,0.0
2021-10-17,26,,0.0
2021-10-18,42,15300.8896484375,0.0
2021-10-19,43,15410.7197265625,0.0
2021-10-20,43,15388.7099609375,0.0
2021-10-21,41,15489.58984375,0.0
2021-10-22,39,15355.0703125,0.0
2021-10-23,28,,0.0
2021-10-24,33,,0.0
2021-10-25,41,15514.1904296875,0.0
2021-10-26,39,15559.490234375,0.0
2021-10-27,41,15598.3896484375,0.0
2021-10-28,42,15778.16015625,0.0
2021-10-29,40,15850.4697265625,0.0
2021-10-30,34,,0.0
2021-10-31,27,,0.0
2021-11-01,40,15905.2802734375,0.0
2021-11-02,42,15972.490234375,2000.0
2021-11-03,42,16144.5,0.0
2021-11-04,38,16346.240234375,0.0
2021-11-05,44,16359.3798828125,0.0
2021-11-06,33,,0.0
2021-11-07,28,,0.0
2021-11-08,43,16336.0302734375,0.0
2021-11-09,42,16219.9404296875,0.0
2021-11-10,39,15985.5703125,0.0
2021-11-11,40,16032.4697265625,0.0
2021-11-12,40,16199.8896484375,0.0
2021-11-13,31,,0.0
2021-11-14,27,,0.0
2021-11-15,44,16189.1201171875,0.0
2021-11-16,45,16309.76953125,0.0
2021-11-17,42,16308.0703125,0.0
2021-11-18,42,16482.970703125,70.0
2021-11-19,42,16573.33984375,0.0
2021-11-20,35,,0.0
2021-11-21,24,,0.0
2021-11-22,39,16380.98046875,0.0
2021-11-23,42,16306.7197265625,0.0
2021-11-24,40,16367.8095703125,0.0
2021-11-25,40,,0.0
2021-11-26,34,16025.580078125,0.0
2021-11-27,29,,0.0
2021-11-28,32,,0.0
2021-11-29,41,16399.240234375,0.0
2021-11-30,40,16135.919921875,0.0
2021-12-01,41,15877.7197265625,900.0
2021-12-02,42,15990.759765625,0.0
2021-12-03,43,15712.0400390625,0.0
2021-12-04,33,,0.0
2021-12-05,28,,0.0
2021-12-06,42,15846.16015625,0.0
2021-12-07,43,16325.66015625,0.0
2021-12-08,40,16394.33984375,0.0
2021-12-09,42,16149.5703125,0.0
2021-12-10,44,16331.98046875,0.0
2021-12-11,32,,0.0
2021-12-12,23,,0.0
2021-12-13,40,16082.5498046875,0.0
2021-12-14,42,15914.900390625,0.0
2021-12-15,45,16289.58984375,0.0
2021-12-16,43,15863.9404296875,0.0
2021-12-17,44,15801.4599609375,0.0
2021-12-18,31,,0.0
2021-12-19,25,,0.0
2021-12-20,39,15627.6396484375,0.0
2021-12-21,40,15986.2802734375,0.0
2021-12-22,39,16180.1396484375,300.0
2021-12-23,43,16308.2099609375,0.0
2021-12-24,33,,0.0
2021-12-25,20,,0.0
2021-12-26,20,,0.0
2021-12-27,31,16567.5,0.0
2021-12-28,33,16488.66015625,0.0
2021-12-29,34,16491.009765625,0.0
2021-12-30,35,16429.099609375,0.0
2021-12-31,31,16320.080078125,0.0
2022-01-01,22,,0.0
2022-01-02,23,,0.0
2022-01-03,39,16501.76953125,0.0
2022-01-04,44,16279.73046875,0.0
2022-01-05,42,15771.7802734375,0.0
2022-01-06,40,15765.3603515625,0.0
2022-01-07,43,15592.1904296875,0.0
2022-01-08,31,,0.0
2022-01-09,22,,0.0
2022-01-10,43,15614.4296875,0.0
2022-01-11,45,15844.1201171875,0.0
2022-01-12,42,15905.099609375,0.0
2022-01-13,44,15495.6201171875,0.0
2022-01-14,43,15611.58984375,0.0
2022-01-15,34,,0.0
2022-01-16,26,,0.0
2022-01-17,37,,0.0
2022-01-18,39,15210.759765625,0.0
2022-01-19,42,15047.83984375,0.0
2022-01-20,39,14846.4599609375,330.0
2022-01-21,39,14438.400390625,0.0
2022-01-22,29,,0.0
2022-01-23,25,,0.0
2022-01-24,39,14509.580078125,0.0
2022-01-25,40,14149.1201171875,0.0
